"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",0.0181896551724138,0.0181896551724138,0,0.622327586206896,0.275344827586207,0,0.986551724137931,0.738103448275862,0.635344827586207
"2",0.441637931034483,0.0347413793103448,0,0.9175,0.358879310344828,0.457586206896552,0.993706896551724,0.797672413793103,0.896637931034483
"3",0.619310344827586,0.0457758620689655,0.0221551724137931,0.945,0.40948275862069,0.595862068965517,0.995603448275862,0.829827586206897,0.915344827586207
"4",0.662586206896552,0.0586206896551725,0.0660344827586207,0.955689655172414,0.453103448275862,0.655258620689655,0.996551724137931,0.850948275862069,0.926551724137932
"5",0.709568965517241,0.0682758620689655,0.120862068965517,0.9625,0.487327586206897,0.690172413793104,0.997844827586207,0.863879310344828,0.933620689655173
"6",0.739655172413793,0.0765517241379311,0.150258620689655,0.967844827586207,0.513620689655172,0.718706896551724,0.998275862068965,0.877068965517241,0.940431034482759
"7",0.766034482758621,0.0862068965517242,0.176637931034483,0.971465517241379,0.534827586206896,0.735172413793103,0.998620689655172,0.886206896551724,0.944051724137931
"8",0.786293103448276,0.0956896551724137,0.198965517241379,0.973793103448276,0.554051724137931,0.74801724137931,0.998793103448276,0.895172413793104,0.947586206896552
"9",0.803706896551724,0.105,0.219310344827586,0.97551724137931,0.573965517241379,0.76198275862069,0.998793103448276,0.901551724137931,0.95
"10",0.815086206896552,0.115258620689655,0.23698275862069,0.977068965517241,0.589137931034482,0.772241379310345,0.998965517241379,0.908620689655173,0.952413793103448
"11",0.826293103448276,0.122241379310345,0.255258620689655,0.978620689655172,0.600344827586207,0.780603448275862,0.999051724137931,0.913189655172414,0.953620689655172
"12",0.835603448275863,0.13,0.27198275862069,0.980086206896552,0.613275862068965,0.790086206896552,0.999137931034483,0.918103448275862,0.955258620689655
"13",0.844568965517242,0.139310344827586,0.287586206896552,0.980603448275862,0.625775862068965,0.794913793103448,0.999224137931034,0.921896551724138,0.956637931034482
"14",0.852241379310345,0.146551724137931,0.3075,0.981293103448276,0.637327586206897,0.80103448275862,0.999224137931034,0.925603448275862,0.957758620689655
"15",0.859310344827586,0.154741379310345,0.320603448275862,0.981637931034483,0.648103448275862,0.806637931034483,0.999224137931034,0.928448275862069,0.959051724137931
"16",0.866551724137931,0.163189655172414,0.33198275862069,0.981810344827586,0.658103448275862,0.811206896551724,0.999310344827586,0.931551724137931,0.960862068965517
"17",0.873103448275862,0.168965517241379,0.340258620689655,0.982586206896552,0.665775862068965,0.816034482758621,0.999310344827586,0.933879310344828,0.961896551724137
"18",0.878965517241379,0.175603448275862,0.351896551724138,0.983275862068965,0.675086206896551,0.821465517241379,0.999310344827586,0.936896551724138,0.962672413793103
"19",0.883103448275862,0.184396551724138,0.361810344827586,0.983879310344827,0.682844827586207,0.826293103448276,0.99948275862069,0.939224137931035,0.963448275862069
"20",0.889310344827586,0.190086206896552,0.370172413793103,0.984568965517241,0.691034482758621,0.830862068965517,0.999568965517241,0.942068965517241,0.964137931034483
"21",0.894655172413793,0.196637931034483,0.377931034482759,0.984913793103448,0.698793103448276,0.834137931034483,0.999655172413793,0.943706896551724,0.965
"22",0.899051724137931,0.204913793103448,0.386293103448276,0.985258620689655,0.706724137931035,0.838879310344828,0.999655172413793,0.945775862068966,0.965603448275862
"23",0.904568965517242,0.210948275862069,0.395603448275862,0.985689655172414,0.713879310344828,0.842758620689656,0.999655172413793,0.947586206896552,0.966293103448275
"24",0.91094827586207,0.218103448275862,0.403275862068966,0.985948275862069,0.71896551724138,0.846034482758621,0.999655172413793,0.949310344827586,0.966637931034482
"25",0.914396551724138,0.225,0.410862068965517,0.985948275862069,0.726206896551724,0.848706896551725,0.999741379310345,0.950344827586207,0.967241379310344
"26",0.917672413793104,0.23301724137931,0.416206896551724,0.986120689655172,0.732241379310345,0.850344827586207,0.999827586206896,0.951724137931034,0.967672413793103
"27",0.921896551724138,0.2425,0.422413793103448,0.986206896551724,0.73853448275862,0.854310344827587,0.999827586206896,0.953275862068966,0.968103448275862
"28",0.925172413793104,0.251551724137931,0.433362068965517,0.986379310344828,0.745086206896552,0.857672413793104,0.999913793103448,0.954827586206897,0.968448275862069
"29",0.926637931034483,0.258362068965517,0.439310344827586,0.986810344827586,0.750603448275862,0.860258620689656,0.999913793103448,0.956379310344828,0.968879310344827
"30",0.928620689655173,0.264051724137931,0.445862068965517,0.98698275862069,0.756379310344828,0.863362068965518,0.999913793103448,0.957931034482759,0.969310344827586
